ID,Title,Author,Price ($),Stock
35977,Krasnoe i chernoe [Izdanie 2023],Stendal,6.84,69
35978,Parmskaya obitel [Izdanie 2023],Stendal,7.09,76
35979,Otets Gorio [Izdanie 2023],Onore de Balzak,5.87,90
35980,Evgeniya Grande [Izdanie 2023],Onore de Balzak,5.50,78
35981,The Count of Monte Cristo [Izdanie 2023],Alexandre Dumas,10.88,35
35982,Tri mushketera [Izdanie 2023],Alexandre Dumas,7.94,66
35983,Dvadtsat let spustya [Izdanie 2023],Alexandre Dumas,8.19,67
35984,Sobor Parizhskoy Bogomateri [Izdanie 2023],Victor Hugo,7.09,45
35985,Les Miserables [Izdanie 2023],Victor Hugo,11.61,54
35986,"Chelovek, kotoryy smeetsya [Izdanie 2023]",Victor Hugo,7.21,49
35987,Dzheyn Eyr [Izdanie 2023],Sharlotta Bronte,5.87,77
35988,Grozovoy pereval [Izdanie 2023],Emili Bronte,5.74,36
35989,Yarmarka tshcheslaviya [Izdanie 2023],Uilyam Tekkerey,8.43,64
35990,Oliver Twist [Izdanie 2023],Charles Dickens,5.99,72
35991,David Kopperfild [Izdanie 2023],Charles Dickens,8.31,76
35992,Povest o dvukh gorodakh [Izdanie 2023],Charles Dickens,6.23,28
35993,Bolshie nadezhdy [Izdanie 2023],Charles Dickens,6.36,7
35994,Rozhdestvenskaya pesnya [Izdanie 2023],Charles Dickens,3.91,3
35995,Moby-Dick [Izdanie 2023],Herman Melville,7.46,47
35996,Madam Bovari [Izdanie 2023],Gyustav Flober,5.99,13
35997,Prestuplenie abbata Mure [Izdanie 2023],Emil Zolya,5.62,75
35998,Zherminal [Izdanie 2023],Emil Zolya,6.48,80
35999,Zapadnya [Izdanie 2023],Emil Zolya,6.23,89
36000,The Picture of Dorian Gray [Izdanie 2023],Oscar Wilde,5.13,93
36001,Kak vazhno byt sereznym [Izdanie 2023],Oscar Wilde,3.79,43
36002,The Adventures of Tom Sawyer [Izdanie 2023],Mark Twain,4.77,55
36003,Priklyucheniya Geklberri Finna [Izdanie 2023],Mark Twain,5.01,57
36004,Yanki iz Konnektikuta pri dvore korolya Artura [Izdanie 2023],Mark Twain,5.26,44
36005,Drakula [Izdanie 2023],Brem Stoker,5.87,84
36006,Mashina vremeni [Izdanie 2023],Gerbert Uells,4.40,51
36007,Chelovek-nevidimka [Izdanie 2023],Gerbert Uells,4.52,26
36008,Voyna mirov [Izdanie 2023],Gerbert Uells,4.77,46
36009,Etyud v bagrovykh tonakh [Izdanie 2023],Arthur Conan Doyle,4.28,46
36010,Sobaka Baskerviley [Izdanie 2023],Arthur Conan Doyle,4.64,99
36011,The Adventures of Sherlock Holmes [Izdanie 2023],Arthur Conan Doyle,5.99,64
36012,Martin Iden [Izdanie 2023],Dzhek London,5.87,37
36013,Zov predkov [Izdanie 2023],Dzhek London,4.16,18
36014,Belyy Klyk [Izdanie 2023],Dzhek London,4.40,23
36015,Uliss [Izdanie 2023],Dzheyms Dzhoys,10.39,57
36016,Dublintsy [Izdanie 2023],Dzheyms Dzhoys,5.01,81
36017,Portret khudozhnika v yunosti [Izdanie 2023],Dzheyms Dzhoys,5.62,92
36018,Protsess [Izdanie 2023],Franz Kafka,5.26,11
36019,Zamok [Izdanie 2023],Franz Kafka,5.50,58
36020,The Metamorphosis [Izdanie 2023],Franz Kafka,3.91,19
36021,V poiskakh utrachennogo vremeni [Izdanie 2023],Marsel Prust,17.11,49
36022,Volshebnaya gora [Izdanie 2023],Tomas Mann,9.53,51
36023,Buddenbroki [Izdanie 2023],Tomas Mann,8.80,17
36024,Smert v Venetsii [Izdanie 2023],Tomas Mann,4.03,97
36025,Stepnoy volk [Izdanie 2023],German Gesse,5.38,83
36026,Igra v biser [Izdanie 2023],German Gesse,7.21,46
36027,Siddkhartkha [Izdanie 2023],German Gesse,4.28,51
36028,The Great Gatsby [Izdanie 2023],Frensis Skott Fitsdzherald,5.01,46
36029,Noch nezhna [Izdanie 2023],Frensis Skott Fitsdzherald,5.62,3
36030,"Proshchay, oruzhie! [Izdanie 2023]",Ernest Hemingway,5.38,33
36031,Po komu zvonit kolokol [Izdanie 2023],Ernest Hemingway,6.60,48
36032,Starik i more [Izdanie 2023],Ernest Hemingway,4.28,1
36033,A Moveable Feast [Izdanie 2023],Ernest Hemingway,5.01,60
36034,The Sound and the Fury [Izdanie 2023],William Faulkner,5.99,2
36035,As I Lay Dying [Izdanie 2023],William Faulkner,5.26,84
36036,On the Road [Izdanie 2023],John Steinbeck,5.13,5
36037,The Grapes of Wrath [Izdanie 2023],John Steinbeck,7.09,10
36038,Of Mice and Men [Izdanie 2023],John Steinbeck,4.03,37
36039,All Quiet on the Western Front [Izdanie 2023],Erich Maria Remarque,5.50,83
36040,Three Comrades [Izdanie 2023],Erich Maria Remarque,5.99,35
36041,Arch of Triumph [Izdanie 2023],Erich Maria Remarque,6.36,14
36042,The Black Obelisk [Izdanie 2023],Erich Maria Remarque,6.23,28
36043,Heaven Has No Favorites [Izdanie 2023],Erich Maria Remarque,5.62,0
36044,The Master and Margarita [Izdanie 2023],Mikhail Bulgakov,6.72,48
36045,Heart of a Dog [Izdanie 2023],Mikhail Bulgakov,4.28,65
36046,The White Guard [Izdanie 2023],Mikhail Bulgakov,5.26,82
36047,The Fatal Eggs [Izdanie 2023],Mikhail Bulgakov,3.79,53
36048,And Quiet Flows the Don [Izdanie 2023],Mikhail Sholokhov,11.98,23
36049,Fate of a Man [Izdanie 2023],Mikhail Sholokhov,3.67,33
36050,Doctor Zhivago [Izdanie 2023],Boris Pasternak,7.58,5
36051,We [Izdanie 2023],Yevgeny Zamyatin,4.77,100
36052,The Twelve Chairs [Izdanie 2023],"Ilya Ilf, Yevgeny Petrov",5.87,89
36053,Zolotoy telenok [Izdanie 2023],"Ilya Ilf, Yevgeny Petrov",5.99,65
36054,Kotlovan [Izdanie 2023],Andrey Platonov,4.64,56
36055,Chevengur [Izdanie 2023],Andrey Platonov,6.36,99
36056,Odin den Ivana Denisovicha [Izdanie 2023],Aleksandr Solzhenitsyn,4.28,13
36057,Arkhipelag GULAG [Izdanie 2023],Aleksandr Solzhenitsyn,13.44,0
36058,Rakovyy korpus [Izdanie 2023],Aleksandr Solzhenitsyn,7.09,0
36059,Moskva — Petushki [Izdanie 2023],Venedikt Erofeev,4.40,81
36060,Zapovednik [Izdanie 2023],Sergey Dovlatov,4.52,52
36061,Chemodan [Izdanie 2023],Sergey Dovlatov,4.28,52
36062,Solo na undervude [Izdanie 2023],Sergey Dovlatov,3.91,69
36063,1984 [Izdanie 2023],George Orwell,5.13,76
36064,Skotnyy dvor [Izdanie 2023],George Orwell,3.79,7
36065,Brave New World [Izdanie 2023],Aldous Huxley,5.26,86
36066,451 gradus po Farengeytu [Izdanie 2023],Ray Bradbury,5.01,34
36067,Marsianskie khroniki [Izdanie 2023],Ray Bradbury,5.38,97
36068,Vino iz oduvanchikov [Izdanie 2023],Ray Bradbury,5.13,12
36069,The Catcher in the Rye [Izdanie 2023],Dzh. D. Selindzher,4.77,62
36070,Povelitel mukh [Izdanie 2023],Uilyam Golding,4.89,17
36071,To Kill a Mockingbird [Izdanie 2023],Harper Lee,5.62,68
36072,Zavodnoy apelsin [Izdanie 2023],Entoni Byordzhess,5.01,18
36073,Proletaya nad gnezdom kukushki [Izdanie 2023],Ken Kizi,5.74,0
36074,Boynya nomer pyat [Izdanie 2023],Kurt Vonnegut,5.01,60
36075,Kolybel dlya koshki [Izdanie 2023],Kurt Vonnegut,4.89,52
36076,One Hundred Years of Solitude [Izdanie 2023],Gabriel Garcia Marquez,6.48,21
36077,Lyubov vo vremya chumy [Izdanie 2023],Gabriel Garcia Marquez,6.23,24
36078,Khronika obyavlennoy smerti [Izdanie 2023],Gabriel Garcia Marquez,4.16,64
36079,Igra v klassiki [Izdanie 2023],Khulio Kortasar,6.84,92
36080,Vymysly [Izdanie 2023],Khorkhe Luis Borkhes,5.13,14
36081,Alef [Izdanie 2023],Khorkhe Luis Borkhes,5.01,15
36082,Pedofil (Lolita) [Izdanie 2023],Vladimir Nabokov,5.99,44
36083,Zashchita Luzhina [Izdanie 2023],Vladimir Nabokov,5.26,84
36084,Priglashenie na kazn [Izdanie 2023],Vladimir Nabokov,5.13,20
36085,"Khobbit, ili Tuda i obratno [Izdanie 2023]",Dzh. R. R. Tolkin,5.50,17
36086,Vlastelin kolets: Bratstvo Koltsa [Izdanie 2023],Dzh. R. R. Tolkin,7.58,29
36087,Vlastelin kolets: Dve kreposti [Izdanie 2023],Dzh. R. R. Tolkin,7.58,18
36088,Vlastelin kolets: Vozvrashchenie korolya [Izdanie 2023],Dzh. R. R. Tolkin,7.94,70
36089,Silmarillion [Izdanie 2023],Dzh. R. R. Tolkin,7.09,18
36090,"Khroniki Narnii: Lev, koldunya i platyanoy shkaf [Izdanie 2023]",K. S. Lyuis,4.77,23
36091,Dyuna [Izdanie 2023],Frenk Gerbert,8.31,22
36092,Messiya Dyuny [Izdanie 2023],Frenk Gerbert,6.36,71
36093,Deti Dyuny [Izdanie 2023],Frenk Gerbert,6.72,19
36094,Osnovanie [Izdanie 2023],Ayzek Azimov,5.87,36
36095,"Ya, Robot [Izdanie 2023]",Ayzek Azimov,5.13,1
36096,Solyaris [Izdanie 2023],Stanislav Lem,5.26,68
36097,Nepobedimyy [Izdanie 2023],Stanislav Lem,5.01,35
36098,Piknik na obochine [Izdanie 2023],Arkadiy i Boris Strugatskie,5.13,60
36099,Trudno byt bogom [Izdanie 2023],Arkadiy i Boris Strugatskie,4.77,41
36100,Ponedelnik nachinaetsya v subbotu [Izdanie 2023],Arkadiy i Boris Strugatskie,5.01,19
36101,Obitaemyy ostrov [Izdanie 2023],Arkadiy i Boris Strugatskie,5.62,67
36102,Avtostopom po galaktike [Izdanie 2023],Duglas Adams,4.64,24
36103,Neyromant [Izdanie 2023],Uilyam Gibson,5.50,45
36104,Mechtayut li androidy ob elektroovtsakh? [Izdanie 2023],Filip K. Dik,5.13,77
36105,Chelovek v vysokom zamke [Izdanie 2023],Filip K. Dik,5.38,75
36106,Garri Potter i filosofskiy kamen [Izdanie 2023],Dzh. K. Rouling,6.72,76
36107,Garri Potter i Taynaya komnata [Izdanie 2023],Dzh. K. Rouling,6.84,38
36108,Garri Potter i uznik Azkabana [Izdanie 2023],Dzh. K. Rouling,7.09,4
36109,Garri Potter i Kubok ognya [Izdanie 2023],Dzh. K. Rouling,8.43,0
36110,Garri Potter i Orden Feniksa [Izdanie 2023],Dzh. K. Rouling,9.17,34
36111,Garri Potter i Prints-polukrovka [Izdanie 2023],Dzh. K. Rouling,8.68,11
36112,Garri Potter i Dary Smerti [Izdanie 2023],Dzh. K. Rouling,9.53,4
36113,Igra prestolov [Izdanie 2023],Dzhordzh R. R. Martin,8.80,92
36114,Bitva koroley [Izdanie 2023],Dzhordzh R. R. Martin,9.04,96
36115,Burya mechey [Izdanie 2023],Dzhordzh R. R. Martin,9.90,70
36116,Pir stervyatnikov [Izdanie 2023],Dzhordzh R. R. Martin,9.53,34
36117,Tanets s drakonami [Izdanie 2023],Dzhordzh R. R. Martin,10.39,57
36118,Vedmak: Poslednee zhelanie [Izdanie 2023],Andzhey Sapkovskiy,5.87,77
36119,Vedmak: Mech Prednaznacheniya [Izdanie 2023],Andzhey Sapkovskiy,5.99,14
36120,Vedmak: Krov elfov [Izdanie 2023],Andzhey Sapkovskiy,6.23,29
36121,Kladbishche domashnikh zhivotnykh [Izdanie 2023],Stiven King,6.36,47
36122,Siyanie [Izdanie 2023],Stiven King,6.72,100
36123,Ono [Izdanie 2023],Stiven King,10.88,13
36124,Temnaya bashnya: Strelok [Izdanie 2023],Stiven King,5.87,90
36125,Zelenaya milya [Izdanie 2023],Stiven King,6.23,14
36126,11/22/63 [Izdanie 2023],Stiven King,9.66,31
36127,Kod da Vinchi [Izdanie 2023],Den Braun,5.99,44
36128,Angely i demony [Izdanie 2023],Den Braun,5.87,85
36129,Inferno [Izdanie 2023],Den Braun,6.36,3
36130,Alkhimik [Izdanie 2023],Paulo Koelo,4.64,99
36131,Ten vetra [Izdanie 2023],Karlos Ruis Safon,6.60,40
36132,Tsvety dlya Eldzhernona [Izdanie 2023],Deniel Kiz,5.50,24
36133,Mnozhestvennye umy Billi Milligana [Izdanie 2023],Deniel Kiz,6.23,40
36134,Shantaram [Izdanie 2023],Gregori Devid Roberts,9.53,99
36135,"Esh, molis, lyubi [Izdanie 2023]",Elizabet Gilbert,5.38,56
36136,Begushchiy za vetrom [Izdanie 2023],Khaled Khosseyni,5.99,18
36137,Tysyacha siyayushchikh solntsa [Izdanie 2023],Khaled Khosseyni,6.23,21
36138,Oblachnyy atlas [Izdanie 2023],Devid Mitchell,6.84,98
36139,Zadacha trekh tel [Izdanie 2023],Lyu Tsysin,7.21,82
36140,Tyomnyy les [Izdanie 2023],Lyu Tsysin,7.58,67
36141,Vechnaya zhizn Smerti [Izdanie 2023],Lyu Tsysin,8.31,75
36142,Klara i Solntse [Izdanie 2023],Kadzuo Isiguro,6.36,16
36143,Ne otpuskay menya [Izdanie 2023],Kadzuo Isiguro,5.87,0
36144,Ostatok dnya [Izdanie 2023],Kadzuo Isiguro,5.74,55
36145,Okhota na ovets [Izdanie 2023],Kharuki Murakami,5.99,37
36146,Norvezhskiy les [Izdanie 2023],Kharuki Murakami,5.87,15
36147,Kafka na plyazhe [Izdanie 2023],Kharuki Murakami,6.72,81
36148,1Q84 [Izdanie 2023],Kharuki Murakami,8.80,89
36149,S.N.U.F.F. [Izdanie 2023],Viktor Pelevin,6.23,85
36150,Generation «P» [Izdanie 2023],Viktor Pelevin,5.62,46
36151,Chapaev i Pustota [Izdanie 2023],Viktor Pelevin,5.87,62
36152,Lavr [Izdanie 2023],Evgeniy Vodolazkin,6.48,71
36153,Aviator [Izdanie 2023],Evgeniy Vodolazkin,6.23,5
36154,Zuleykha otkryvaet glaza [Izdanie 2023],Guzel Yakhina,6.36,76
36155,Deti moi [Izdanie 2023],Guzel Yakhina,6.60,97
36156,Eshelon na Samarkand [Izdanie 2023],Guzel Yakhina,6.72,59
36157,The Bible [Izdanie 2024],Holy Scripture,15.33,67
36158,Epic of Gilgamesh [Izdanie 2024],Unknown,5.75,30
36159,Iliad [Izdanie 2024],Homer,7.03,3
36160,Odyssey [Izdanie 2024],Homer,7.16,16
36161,Mahabharata [Izdanie 2024],Vyasa,19.17,69
36162,Ramayana [Izdanie 2024],Valmiki,10.86,2
36163,Tao Te Ching [Izdanie 2024],Laozi,4.86,9
36164,The Art of War [Izdanie 2024],Sun Tzu,4.47,3
36165,The Republic [Izdanie 2024],Plato,6.13,38
36166,Poetics [Izdanie 2024],Aristotle,5.37,13
36167,Nicomachean Ethics [Izdanie 2024],Aristotle,6.26,79
36168,Aeneid [Izdanie 2024],Virgil,6.52,36
36169,Metamorphoses [Izdanie 2024],Ovid,6.77,91
36170,Meditations [Izdanie 2024],Marcus Aurelius,4.98,42
36171,Commentaries on the Gallic War [Izdanie 2024],Julius Caesar,5.62,31
36172,Annals [Izdanie 2024],Tacitus,7.67,38
36173,Confessions [Izdanie 2024],Augustine of Hippo,6.01,9
36174,The City of God [Izdanie 2024],Augustine of Hippo,11.37,78
36175,Shahnameh [Izdanie 2024],Ferdowsi,14.06,42
36176,Primary Chronicle [Izdanie 2024],Nestor the Chronicler,6.64,97
36177,Slovo o polku Igoreve [Izdanie 2024],Unknown,3.83,16
36178,The Divine Comedy [Izdanie 2024],Dante Alighieri,9.58,100
36179,Dekameron [Izdanie 2024],Dzhovanni Bokkachcho,8.69,97
36180,Kenterberiyskie rasskazy [Izdanie 2024],Dzheffri Choser,7.92,65
36181,Pokhvala gluposti [Izdanie 2024],Erazm Rotterdamskiy,5.24,97
36182,Gosudar [Izdanie 2024],Nikkolo Makiavelli,4.86,12
36183,Utopiya [Izdanie 2024],Tomas Mor,4.60,83
36184,Gargantyua i Pantagryuel [Izdanie 2024],Fransua Rable,10.09,33
36185,Opyty [Izdanie 2024],Mishel de Monten,10.86,36
36186,Don Kikhot [Izdanie 2024],Migel de Servantes,11.37,60
36187,Hamlet [Izdanie 2024],William Shakespeare,4.47,71
36188,Romeo i Dzhuletta [Izdanie 2024],William Shakespeare,4.09,52
36189,Makbet [Izdanie 2024],William Shakespeare,4.22,58
36190,Korol Lir [Izdanie 2024],William Shakespeare,4.34,36
36191,Otello [Izdanie 2024],William Shakespeare,4.22,93
36192,Sonety [Izdanie 2024],William Shakespeare,3.71,80
36193,Poteryannyy ray [Izdanie 2024],Dzhon Milton,7.41,16
36194,Zhizn est son [Izdanie 2024],Pedro Kalderon,4.73,70
36195,Tartyuf [Izdanie 2024],Moler,3.96,4
36196,Meshchanin vo dvoryanstve [Izdanie 2024],Moler,3.83,22
36197,Mysli [Izdanie 2024],Blez Paskal,5.88,10
36198,Priklyucheniya Robinzona Kruzo [Izdanie 2024],Daniel Defo,5.75,82
36199,Puteshestviya Gullivera [Izdanie 2024],Dzhonatan Svift,6.13,65
36200,"Zadig, ili Sudba [Izdanie 2024]",Volter,4.47,86
36201,"Kandid, ili Optimizm [Izdanie 2024]",Volter,4.34,71
36202,Obshchestvennyy dogovor [Izdanie 2024],Zhan-Zhak Russo,5.37,78
36203,Confessions [Izdanie 2024],Zhan-Zhak Russo,7.03,28
36204,Issledovanie o prirode i prichinakh bogatstva narodov [Izdanie 2024],Adam Smit,12.52,2
36205,Kritika chistogo razuma [Izdanie 2024],Immanuil Kant,11.76,49
36206,Stradaniya molodogo Vertera [Izdanie 2024],Iogann Volfgang fon Gyote,4.86,28
36207,Faust [Izdanie 2024],Iogann Volfgang fon Gyote,8.31,96
36208,Razboyniki [Izdanie 2024],Fridrikh Shiller,4.60,44
36209,Puteshestvie iz Peterburga v Moskvu [Izdanie 2024],Aleksandr Radishchev,4.98,63
36210,Eugene Onegin [Izdanie 2024],Alexander Pushkin,5.11,71
36211,Kapitanskaya dochka [Izdanie 2024],Alexander Pushkin,4.47,82
36212,Pikovaya dama [Izdanie 2024],Alexander Pushkin,3.58,90
36213,Mednyy vsadnik [Izdanie 2024],Alexander Pushkin,3.19,3
36214,Boris Godunov [Izdanie 2024],Alexander Pushkin,4.09,86
36215,Geroy nashego vremeni [Izdanie 2024],Mikhail Lermontov,4.86,29
36216,Mtsyri [Izdanie 2024],Mikhail Lermontov,3.45,59
36217,Demon [Izdanie 2024],Mikhail Lermontov,3.32,71
36218,Revizor [Izdanie 2024],Nikolai Gogol,4.47,74
36219,Dead Souls [Izdanie 2024],Nikolai Gogol,6.13,98
36220,Shinel [Izdanie 2024],Nikolai Gogol,3.71,14
36221,Taras Bulba [Izdanie 2024],Nikolai Gogol,4.34,85
36222,Fathers and Sons [Izdanie 2024],Ivan Turgenev,5.37,18
36223,Zapiski okhotnika [Izdanie 2024],Ivan Turgenev,5.75,12
36224,Dvoryanskoe gnezdo [Izdanie 2024],Ivan Turgenev,4.98,28
36225,Oblomov [Izdanie 2024],Ivan Goncharov,6.64,84
36226,Crime and Punishment [Izdanie 2024],Fyodor Dostoevsky,7.41,79
36227,Idiot [Izdanie 2024],Fyodor Dostoevsky,7.92,92
36228,Bratya Karamazovy [Izdanie 2024],Fyodor Dostoevsky,9.58,91
36229,Besy [Izdanie 2024],Fyodor Dostoevsky,8.69,56
36230,Zapiski iz podpolya [Izdanie 2024],Fyodor Dostoevsky,4.86,32
36231,Igrok [Izdanie 2024],Fyodor Dostoevsky,4.60,30
36232,War and Peace [Izdanie 2024],Leo Tolstoy,15.33,92
36233,Anna Karenina [Izdanie 2024],Leo Tolstoy,9.97,51
36234,Voskresenie [Izdanie 2024],Leo Tolstoy,7.03,76
36235,Smert Ivana Ilicha [Izdanie 2024],Leo Tolstoy,3.96,73
36236,Kreytserova sonata [Izdanie 2024],Leo Tolstoy,4.09,1
36237,Groza [Izdanie 2024],Aleksandr Ostrovskiy,4.09,40
36238,Bespridannitsa [Izdanie 2024],Aleksandr Ostrovskiy,4.22,42
36239,Levsha [Izdanie 2024],Nikolay Leskov,3.71,70
36240,Ocharovannyy strannik [Izdanie 2024],Nikolay Leskov,4.34,41
36241,Komu na Rusi zhit khorosho [Izdanie 2024],Nikolay Nekrasov,4.86,44
36242,Palata № 6 [Izdanie 2024],Anton Chekhov,3.96,63
36243,Vishnevyy sad [Izdanie 2024],Anton Chekhov,4.22,100
36244,Chayka [Izdanie 2024],Anton Chekhov,4.09,47
36245,Dyadya Vanya [Izdanie 2024],Anton Chekhov,3.96,75
36246,Tri sestry [Izdanie 2024],Anton Chekhov,4.09,73
36247,Dama s sobachkoy [Izdanie 2024],Anton Chekhov,3.71,39
36248,Pride and Prejudice [Izdanie 2024],Jane Austen,5.75,89
36249,Razum i chuvstva [Izdanie 2024],Jane Austen,5.62,98
36250,Frankenshteyn [Izdanie 2024],Meri Shelli,5.37,2
36251,"Frankenshteyn, ili Sovremennyy Prometey [Izdanie 2024]",Meri Shelli,5.49,69
36252,Ayvengo [Izdanie 2024],Valter Skott,6.26,97
36253,Krasnoe i chernoe [Izdanie 2024],Stendal,7.16,35
36254,Parmskaya obitel [Izdanie 2024],Stendal,7.41,23
36255,Otets Gorio [Izdanie 2024],Onore de Balzak,6.13,73
36256,Evgeniya Grande [Izdanie 2024],Onore de Balzak,5.75,94
36257,The Count of Monte Cristo [Izdanie 2024],Alexandre Dumas,11.37,0
36258,Tri mushketera [Izdanie 2024],Alexandre Dumas,8.31,53
36259,Dvadtsat let spustya [Izdanie 2024],Alexandre Dumas,8.56,77
36260,Sobor Parizhskoy Bogomateri [Izdanie 2024],Victor Hugo,7.41,55
36261,Les Miserables [Izdanie 2024],Victor Hugo,12.14,72
36262,"Chelovek, kotoryy smeetsya [Izdanie 2024]",Victor Hugo,7.54,81
36263,Dzheyn Eyr [Izdanie 2024],Sharlotta Bronte,6.13,6
36264,Grozovoy pereval [Izdanie 2024],Emili Bronte,6.01,88
36265,Yarmarka tshcheslaviya [Izdanie 2024],Uilyam Tekkerey,8.82,38
36266,Oliver Twist [Izdanie 2024],Charles Dickens,6.26,45
36267,David Kopperfild [Izdanie 2024],Charles Dickens,8.69,19
36268,Povest o dvukh gorodakh [Izdanie 2024],Charles Dickens,6.52,66
36269,Bolshie nadezhdy [Izdanie 2024],Charles Dickens,6.64,77
36270,Rozhdestvenskaya pesnya [Izdanie 2024],Charles Dickens,4.09,69
36271,Moby-Dick [Izdanie 2024],Herman Melville,7.79,54
36272,Madam Bovari [Izdanie 2024],Gyustav Flober,6.26,1
36273,Prestuplenie abbata Mure [Izdanie 2024],Emil Zolya,5.88,48
36274,Zherminal [Izdanie 2024],Emil Zolya,6.77,8
36275,Zapadnya [Izdanie 2024],Emil Zolya,6.52,93
36276,The Picture of Dorian Gray [Izdanie 2024],Oscar Wilde,5.37,6
36277,Kak vazhno byt sereznym [Izdanie 2024],Oscar Wilde,3.96,49
36278,The Adventures of Tom Sawyer [Izdanie 2024],Mark Twain,4.98,42
36279,Priklyucheniya Geklberri Finna [Izdanie 2024],Mark Twain,5.24,53
36280,Yanki iz Konnektikuta pri dvore korolya Artura [Izdanie 2024],Mark Twain,5.49,58
36281,Drakula [Izdanie 2024],Brem Stoker,6.13,30
36282,Mashina vremeni [Izdanie 2024],Gerbert Uells,4.60,29
36283,Chelovek-nevidimka [Izdanie 2024],Gerbert Uells,4.73,57
36284,Voyna mirov [Izdanie 2024],Gerbert Uells,4.98,96
36285,Etyud v bagrovykh tonakh [Izdanie 2024],Arthur Conan Doyle,4.47,34
36286,Sobaka Baskerviley [Izdanie 2024],Arthur Conan Doyle,4.86,47
36287,The Adventures of Sherlock Holmes [Izdanie 2024],Arthur Conan Doyle,6.26,56
36288,Martin Iden [Izdanie 2024],Dzhek London,6.13,5
36289,Zov predkov [Izdanie 2024],Dzhek London,4.34,10
36290,Belyy Klyk [Izdanie 2024],Dzhek London,4.60,51
36291,Uliss [Izdanie 2024],Dzheyms Dzhoys,10.86,40
36292,Dublintsy [Izdanie 2024],Dzheyms Dzhoys,5.24,18
36293,Portret khudozhnika v yunosti [Izdanie 2024],Dzheyms Dzhoys,5.88,56
36294,Protsess [Izdanie 2024],Franz Kafka,5.49,53
36295,Zamok [Izdanie 2024],Franz Kafka,5.75,11
36296,The Metamorphosis [Izdanie 2024],Franz Kafka,4.09,28
36297,V poiskakh utrachennogo vremeni [Izdanie 2024],Marsel Prust,17.89,53
36298,Volshebnaya gora [Izdanie 2024],Tomas Mann,9.97,84
36299,Buddenbroki [Izdanie 2024],Tomas Mann,9.20,71
36300,Smert v Venetsii [Izdanie 2024],Tomas Mann,4.22,8
36301,Stepnoy volk [Izdanie 2024],German Gesse,5.62,38
36302,Igra v biser [Izdanie 2024],German Gesse,7.54,75
36303,Siddkhartkha [Izdanie 2024],German Gesse,4.47,70
36304,The Great Gatsby [Izdanie 2024],Frensis Skott Fitsdzherald,5.24,7
36305,Noch nezhna [Izdanie 2024],Frensis Skott Fitsdzherald,5.88,17
36306,"Proshchay, oruzhie! [Izdanie 2024]",Ernest Hemingway,5.62,45
36307,Po komu zvonit kolokol [Izdanie 2024],Ernest Hemingway,6.90,28
36308,Starik i more [Izdanie 2024],Ernest Hemingway,4.47,81
36309,A Moveable Feast [Izdanie 2024],Ernest Hemingway,5.24,2
36310,The Sound and the Fury [Izdanie 2024],William Faulkner,6.26,65
36311,As I Lay Dying [Izdanie 2024],William Faulkner,5.49,35
36312,On the Road [Izdanie 2024],John Steinbeck,5.37,24
36313,The Grapes of Wrath [Izdanie 2024],John Steinbeck,7.41,61
36314,Of Mice and Men [Izdanie 2024],John Steinbeck,4.22,92
36315,All Quiet on the Western Front [Izdanie 2024],Erich Maria Remarque,5.75,51
36316,Three Comrades [Izdanie 2024],Erich Maria Remarque,6.26,78
36317,Arch of Triumph [Izdanie 2024],Erich Maria Remarque,6.64,78
36318,The Black Obelisk [Izdanie 2024],Erich Maria Remarque,6.52,20
36319,Heaven Has No Favorites [Izdanie 2024],Erich Maria Remarque,5.88,81
36320,The Master and Margarita [Izdanie 2024],Mikhail Bulgakov,7.03,78
36321,Heart of a Dog [Izdanie 2024],Mikhail Bulgakov,4.47,50
36322,The White Guard [Izdanie 2024],Mikhail Bulgakov,5.49,37
36323,The Fatal Eggs [Izdanie 2024],Mikhail Bulgakov,3.96,34
36324,And Quiet Flows the Don [Izdanie 2024],Mikhail Sholokhov,12.52,38
36325,Fate of a Man [Izdanie 2024],Mikhail Sholokhov,3.83,58
36326,Doctor Zhivago [Izdanie 2024],Boris Pasternak,7.92,99
36327,We [Izdanie 2024],Yevgeny Zamyatin,4.98,63
36328,The Twelve Chairs [Izdanie 2024],"Ilya Ilf, Yevgeny Petrov",6.13,23
36329,Zolotoy telenok [Izdanie 2024],"Ilya Ilf, Yevgeny Petrov",6.26,41
36330,Kotlovan [Izdanie 2024],Andrey Platonov,4.86,1
36331,Chevengur [Izdanie 2024],Andrey Platonov,6.64,68
36332,Odin den Ivana Denisovicha [Izdanie 2024],Aleksandr Solzhenitsyn,4.47,36
36333,Arkhipelag GULAG [Izdanie 2024],Aleksandr Solzhenitsyn,14.06,86
36334,Rakovyy korpus [Izdanie 2024],Aleksandr Solzhenitsyn,7.41,23
36335,Moskva — Petushki [Izdanie 2024],Venedikt Erofeev,4.60,30
36336,Zapovednik [Izdanie 2024],Sergey Dovlatov,4.73,95
36337,Chemodan [Izdanie 2024],Sergey Dovlatov,4.47,18
36338,Solo na undervude [Izdanie 2024],Sergey Dovlatov,4.09,32
36339,1984 [Izdanie 2024],George Orwell,5.37,22
36340,Skotnyy dvor [Izdanie 2024],George Orwell,3.96,27
